Category,Organisms,Year,Source
sti,Sphaerobacter thermophilus,2009,RefSeq
atm,Anaerolinea thermophila,2011,RefSeq
cap,Caldilinea aerophila,2012,RefSeq
dra,Deinococcus radiodurans,1999,RefSeq
dge,Deinococcus geothermalis,2006,RefSeq
ddr,Deinococcus deserti,2009,RefSeq
dmr,Deinococcus maricopensis,2011,RefSeq
dpt,Deinococcus proteolyticus,2011,RefSeq
dgo,Deinococcus gobiensis,2012,RefSeq
dpd,Deinococcus peraridilitoris,2012,RefSeq
dsw,Deinococcus swuensis,2015,GenBank
tra,Truepera radiovictrix,2010,RefSeq
tth,Thermus thermophilus HB27,2004,RefSeq
ttj,Thermus thermophilus HB8,2004,RefSeq
tts,Thermus thermophilus SG0.5JP17-16,2012,RefSeq
ttl,Thermus thermophilus JL-18,2012,RefSeq
tsc,Thermus scotoductus,2011,RefSeq
thc,Thermus sp. CCB_US3_UF1,2012,RefSeq
tos,Thermus oshimai,2012,RefSeq
mrb,Meiothermus ruber DSM 1279,2010,RefSeq
mre,Meiothermus ruber DSM 1279,2013,RefSeq
msv,Meiothermus silvanus,2010,RefSeq
opr,Oceanithermus profundus,2010,RefSeq
mhd,Marinithermus hydrothermalis,2011,RefSeq
aae,Aquifex aeolicus,1998,RefSeq
hya,Hydrogenobaculum sp. Y04AAS1,2008,RefSeq
hho,Hydrogenobaculum sp. HO,2013,RefSeq
hys,Hydrogenobaculum sp. SN,2013,RefSeq
hth,Hydrogenobacter thermophilus,2010,RefSeq
hte,Hydrogenobacter thermophilus,2012,RefSeq
tal,Thermocrinis albus,2010,RefSeq
trd,Thermocrinis ruber,2014,GenBank
sul,Sulfurihydrogenibium sp. YO3AOP1,2008,RefSeq
saf,Sulfurihydrogenibium azorense,2009,RefSeq
pmx,Persephonella marina,2009,RefSeq
tam,Thermovibrio ammonificans,2011,RefSeq
dte,Desulfurobacterium thermolithotrophum,2011,RefSeq
tma,Thermotoga maritima MSB8,1999,RefSeq
tmm,Thermotoga maritima MSB8,2013,RefSeq
tmi,Thermotoga maritima MSB8,2014,RefSeq
tmw,Thermotoga maritima MSB8,2015,GenBank
tmq,Thermotoga maritima Tma100,2015,GenBank
tmx,Thermotoga maritima Tma200,2015,GenBank
tpt,Thermotoga petrophila,2007,GenBank
trq,Thermotoga sp. RQ2,2008,RefSeq
tna,Thermotoga neapolitana,2009,RefSeq
tnp,Thermotoga naphthophila,2009,RefSeq
thq,Thermotoga sp. 2812B,2014,GenBank
thz,Thermotoga sp. Cell2,2014,GenBank
thr,Thermotoga sp. RQ7,2015,GenBank
tle,Thermotoga lettingae,2007,RefSeq
tta,Thermotoga thermarum,2011,RefSeq
tme,Thermosipho melanesiensis,2007,RefSeq
taf,Thermosipho africanus,2008,RefSeq
fno,Fervidobacterium nodosum,2007,RefSeq
fpe,Fervidobacterium pennivorans,2012,RefSeq
pmo,Petrotoga mobilis,2007,RefSeq
mpz,Marinitoga piezophila,2012,RefSeq
dtn,Defluviitoga tunisiensis,2015,GenBank
kol,Kosmotoga olearia,2009,RefSeq
kpf,Kosmotoga pacifica,2015,GenBank
mpg,Mesotoga prima,2012,RefSeq
ccz,Chthonomonas calidirosea,2013,RefSeq
fgi,Fimbriimonas ginsengisoli,2014,GenBank
cex,Caldisericum exile,2012,RefSeq
din,Desulfurispirillum indicum,2011,RefSeq
ddf,Deferribacter desulfuricans,2010,RefSeq
dap,Denitrovibrio acetiphilus,2010,RefSeq
cni,Calditerrivibrio nitroreducens,2010,RefSeq
fsi,Flexistipes sinusarabici,2011,RefSeq
dth,Dictyoglomus thermophilum,2008,RefSeq
dtu,Dictyoglomus turgidum,2008,RefSeq
tye,Thermodesulfovibrio yellowstonii,2008,RefSeq
nde,Candidatus Nitrospira defluvii,2010,RefSeq
lfc,Leptospirillum ferrooxidans,2012,RefSeq
lfi,Leptospirillum ferriphilum ML-04,2012,RefSeq
lfp,Leptospirillum ferriphilum YSK,2014,GenBank
leg,Leptospirillum sp. Group II,2015,GenBank
tid,Thermodesulfatator indicus,2011,RefSeq
top,Thermodesulfobacterium geofontis,2011,RefSeq
tcm,Thermodesulfobacterium commune,2014,GenBank
saal,Candidatus Saccharimonas aalborgensis,2013,RefSeq
sbe,Candidatus Saccharibacteria bacterium,2013,RefSeq
sox,Candidatus Saccharibacteria oral,2014,GenBank
ttr,Thermobaculum terrenum,2009,RefSeq
mox,Candidatus Methylomirabilis oxyfera,2012,RefSeq
srb,Candidate division SR1 bacterium RAAC1_SR1_1,2013,RefSeq
wwe,Candidate division WWE3 bacterium RAAC2_WWE3_1,2013,RefSeq
bgw,Bacterium GW2011_GWA1_50_15,2015,GenBank
bbgw,Berkelbacteria bacterium GW2011_GWE1_39_12,2015,GenBank
mja,Methanocaldococcus jannaschii,1996,RefSeq
mfe,Methanocaldococcus fervens,2009,RefSeq
mvu,Methanocaldococcus vulcanius,2009,RefSeq
mfs,Methanocaldococcus sp. FS406-22,2010,RefSeq
mif,Methanocaldococcus infernus,2010,RefSeq
mjh,Methanocaldococcus sp. JH146,2014,GenBank
mig,Methanotorris igneus,2011,RefSeq
mmp,Methanococcus maripaludis S2,2004,RefSeq
mmq,Methanococcus maripaludis C5,2007,RefSeq
mmx,Methanococcus maripaludis C6,2007,RefSeq
mmz,Methanococcus maripaludis C7,2007,RefSeq
mmd,Methanococcus maripaludis X1,2011,RefSeq
mmak,Methanococcus maripaludis KA1,2015,GenBank
mmao,Methanococcus maripaludis OS7,2015,GenBank
mae,Methanococcus aeolicus,2007,RefSeq
mvn,Methanococcus vannielii,2007,RefSeq
mvo,Methanococcus voltae,2010,RefSeq
mok,Methanothermococcus okinawensis,2011,RefSeq
mac,Methanosarcina acetivorans,2002,RefSeq
mba,Methanosarcina barkeri Fusaro,2005,RefSeq
mby,Methanosarcina barkeri MS,2015,GenBank
mbw,Methanosarcina barkeri Wiesmoor,2015,GenBank
mbar,Methanosarcina barkeri 227,2015,GenBank
mma,Methanosarcina mazei Go1,2002,RefSeq
mmaz,Methanosarcina mazei Tuc01,2013,RefSeq
mvc,Methanosarcina vacuolata,2015,GenBank
mek,Methanosarcina sp. Kolksee,2015,GenBank
mls,Methanosarcina lacustris,2015,GenBank
metm,Methanosarcina sp. MTP4,2015,GenBank
mef,Methanosarcina sp. WH1,2015,GenBank
meq,Methanosarcina sp. WWM596,2015,GenBank
msj,Methanosarcina siciliae C2J,2015,GenBank
msz,Methanosarcina siciliae HI350,2015,GenBank
msw,Methanosarcina siciliae T4/M,2015,GenBank
mthe,Methanosarcina thermophila CHTI-55,2015,GenBank
mthr,Methanosarcina thermophila TM-1,2015,GenBank
mhor,Methanosarcina horonobensis,2015,GenBank
mbu,Methanococcoides burtonii,2006,RefSeq
mmet,Methanococcoides methylutens,2015,GenBank
mmh,Methanohalophilus mahii,2010,RefSeq
mev,Methanohalobium evestigatum,2010,RefSeq
mzh,Methanosalsum zhilinae,2011,RefSeq
mpy,Methanolobus psychrophilus,2012,RefSeq
mhz,Methanomethylovorans hollandica,2013,RefSeq
mtp,Methanosaeta thermophila,2006,RefSeq
mcj,Methanosaeta concilii,2011,RefSeq
mhi,Methanosaeta harundinacea,2012,RefSeq
mhu,Methanospirillum hungatei,2006,RefSeq
mla,Methanocorpusculum labreanum,2007,RefSeq
mem,Methanoculleus marisnigri,2007,RefSeq
mbg,Methanoculleus bourgensis,2012,RefSeq
mpi,Methanolacinia petrolearia,2010,RefSeq
mbn,Methanoregula boonei,2007,RefSeq
mfo,Methanoregula formicica,2012,RefSeq
mpl,Candidatus Methanosphaerula palustris,2009,RefSeq
mpd,Methanocella paludicola,2010,RefSeq
mez,Methanocella conradii,2012,RefSeq
rci,Methanocella arvoryzae,2007,RefSeq
mth,Methanothermobacter thermautotrophicus,1997,RefSeq
mmg,Methanothermobacter marburgensis,2010,RefSeq
mst,Methanosphaera stadtmanae,2006,RefSeq
msi,Methanobrevibacter smithii,2007,RefSeq
mru,Methanobrevibacter ruminantium,2010,RefSeq
meb,Methanobrevibacter sp. AbM4,2013,RefSeq
mel,Methanobacterium lacus,2011,RefSeq
mew,Methanobacterium sp. SWAN-1,2011,RefSeq
meth,Methanobacterium sp. MB1,2013,RefSeq
mfc,Methanobacterium formicicum BRM9,2014,GenBank
mfi,Methanobacterium formicicum DSM1535,2015,GenBank
mfv,Methanothermus fervidus,2010,RefSeq
mka,Methanopyrus kandleri,2002,RefSeq
afu,Archaeoglobus fulgidus DSM 4304,1997,RefSeq
afg,Archaeoglobus fulgidus DSM 8774,2014,GenBank
apo,Archaeoglobus profundus,2010,RefSeq
ave,Archaeoglobus veneficus,2011,RefSeq
ast,Archaeoglobus sulfaticallidus,2013,RefSeq
fpl,Ferroglobus placidus,2010,RefSeq
gac,Geoglobus acetivorans,2015,GenBank
gah,Geoglobus ahangari,2015,GenBank
hal,Halobacterium sp. NRC-1,2000,RefSeq
hsl,Halobacterium salinarum,2008,RefSeq
hdl,Halobacterium sp. DL1,2015,GenBank
hma,Haloarcula marismortui,2004,RefSeq
hhi,Haloarcula hispanica ATCC 33960,2011,RefSeq
hhn,Haloarcula hispanica N601,2013,RefSeq
hab,Haloarcula sp. CBA1115,2015,GenBank
nph,Natronomonas pharaonis,2005,RefSeq
nmo,Natronomonas moolapensis,2013,RefSeq
hut,Halorhabdus utahensis,2009,RefSeq
hti,Halorhabdus tiamatea,2013,RefSeq
hmu,Halomicrobium mukohataei,2009,RefSeq
hje,Halalkalicoccus jeotgali,2010,RefSeq
hsu,Halanaeroarchaeum sulfurireducens,2015,GenBank
hwa,Haloquadratum walsbyi DSM 16790,2006,RefSeq
hwc,Haloquadratum walsbyi C23,2012,RefSeq
hla,Halorubrum lacusprofundi,2009,RefSeq
hvo,Haloferax volcanii,2010,RefSeq
hme,Haloferax mediterranei,2012,RefSeq
hbo,Halogeometricum borinquense,2010,RefSeq
htu,Haloterrigena turkmenica,2010,RefSeq
nmg,Natrialba magadii,2010,RefSeq
hxa,Halopiger xanaduensis,2011,RefSeq
nat,Natrinema sp. J7-2,2012,RefSeq
npe,Natrinema pellirubrum,2013,RefSeq
nge,Natronobacterium gregoryi,2012,RefSeq
hru,Halovivax ruber,2013,RefSeq
nou,Natronococcus occultus,2013,RefSeq
sali,Salinarchaeum sp. Harcht-Bsk1,2013,RefSeq
hlr,Halostagnicola larsenii,2014,GenBank
tac,Thermoplasma acidophilum,2000,RefSeq
tvo,Thermoplasma volcanium,2000,RefSeq
pto,Picrophilus torridus,2004,RefSeq
fac,Ferroplasma acidarmanus,2013,RefSeq
tar,Thermoplasmatales archaeon BRNA1,2013,RefSeq
max,Candidatus Methanomethylophilus alvus,2013,RefSeq
mer,Methanomassiliicoccus sp. Mx1-Issoire,2013,RefSeq
mear,Candidatus Methanoplasma termitum,2015,GenBank
pho,Pyrococcus horikoshii,1998,RefSeq
pab,Pyrococcus abyssi,1999,RefSeq
pfu,Pyrococcus furiosus DSM 3638,2002,RefSeq
pfi,Pyrococcus furiosus COM1,2012,RefSeq
pyn,Pyrococcus sp. NA2,2011,RefSeq
pya,Pyrococcus yayanosii,2011,RefSeq
pys,Pyrococcus sp. ST04,2012,RefSeq
tko,Thermococcus kodakarensis,2005,RefSeq
ton,Thermococcus onnurineus,2008,RefSeq
tga,Thermococcus gammatolerans,2009,RefSeq
tsi,Thermococcus sibiricus,2009,RefSeq
tba,Thermococcus barophilus,2010,RefSeq
the,Thermococcus sp. 4557,2011,RefSeq
tha,Thermococcus sp. AM4,2011,RefSeq
thm,Thermococcus sp. CL1,2012,RefSeq
tlt,Thermococcus litoralis,2013,RefSeq
ths,Thermococcus sp. ES1,2014,GenBank
tnu,Thermococcus nautili,2014,GenBank
teu,Thermococcus eurythermalis,2014,GenBank
ppac,Palaeococcus pacificus,2014,GenBank
abi,Aciduliprofundum boonei,2010,RefSeq
acf,Aciduliprofundum sp. MAR08-339,2012,RefSeq
ape,Aeropyrum pernix,1999,RefSeq
acj,Aeropyrum camini,2013,RefSeq
smr,Staphylothermus marinus,2007,RefSeq
shc,Staphylothermus hellenicus,2010,RefSeq
iho,Ignicoccus hospitalis,2007,RefSeq
dka,Desulfurococcus kamchatkensis,2009,RefSeq
dmu,Desulfurococcus mucosus,2011,RefSeq
dfd,Desulfurococcus fermentans,2012,RefSeq
tag,Thermosphaera aggregans,2010,RefSeq
iag,Ignisphaera aggregans,2010,RefSeq
thg,Thermogladius cellulolyticus,2012,RefSeq
hbu,Hyperthermus butylicus,2007,RefSeq
pfm,Pyrolobus fumarii,2011,RefSeq
sso,Sulfolobus solfataricus P2,2001,RefSeq
sol,Sulfolobus solfataricus 98/2,2012,RefSeq
ssoa,Sulfolobus solfataricus SULA,2015,GenBank
ssol,Sulfolobus solfataricus SULB,2015,GenBank
ssof,Sulfolobus solfataricus SULC,2015,GenBank
sto,Sulfolobus tokodaii,2001,RefSeq
sai,Sulfolobus acidocaldarius DSM 639,2005,RefSeq
sacn,Sulfolobus acidocaldarius N8,2013,RefSeq
sacr,Sulfolobus acidocaldarius Ron12/I,2013,RefSeq
sacs,Sulfolobus acidocaldarius SUSAZ,2013,RefSeq
sis,Sulfolobus islandicus L.S.2.15,2009,RefSeq
sia,Sulfolobus islandicus M.14.25,2009,RefSeq
sim,Sulfolobus islandicus M.16.27,2009,RefSeq
sid,Sulfolobus islandicus M.16.4,2009,RefSeq
siy,Sulfolobus islandicus Y.G.57.14,2009,RefSeq
sin,Sulfolobus islandicus Y.N.15.51,2009,RefSeq
sii,Sulfolobus islandicus L.D.8.5,2010,RefSeq
sih,Sulfolobus islandicus HVE10/4,2012,RefSeq
sir,Sulfolobus islandicus REY15A,2012,RefSeq
sic,Sulfolobus islandicus LAL14/1,2013,RefSeq
mse,Metallosphaera sedula,2007,RefSeq
mcn,Metallosphaera cuprina,2011,RefSeq
aho,Acidianus hospitalis,2011,RefSeq
pai,Pyrobaculum aerophilum,2002,RefSeq
pis,Pyrobaculum islandicum,2006,RefSeq
pcl,Pyrobaculum calidifontis,2007,RefSeq
pas,Pyrobaculum arsenaticum,2007,RefSeq
pyr,Pyrobaculum sp. 1860,2012,RefSeq
pog,Pyrobaculum oguniense,2012,RefSeq
tne,Pyrobaculum neutrophilum,2008,RefSeq
cma,Caldivirga maquilingensis,2007,RefSeq
tuz,Thermoproteus uzoniensis,2011,RefSeq
ttn,Thermoproteus tenax,2011,RefSeq
vdi,Vulcanisaeta distributa,2010,RefSeq
vmo,Vulcanisaeta moutnovskia,2011,RefSeq
tpe,Thermofilum pendens,2006,RefSeq
thb,Thermofilum sp. 1910b,2013,RefSeq
tcb,Thermofilum carboxyditrophus,2015,GenBank
thf,Thermofilum sp. 1807-2,2015,GenBank
asc,Acidilobus saccharovorans,2010,RefSeq
clg,Caldisphaera lagunensis,2012,RefSeq
ffo,Fervidicoccus fontis,2012,RefSeq
nmr,Nitrosopumilus maritimus,2007,RefSeq
nir,Candidatus Nitrosopumilus sp. AR2,2012,RefSeq
nid,Candidatus Nitrosopumilus sp. D3C,2015,GenBank
nin,Candidatus Nitrosopumilus sp. NF5,2015,GenBank
nkr,Candidatus Nitrosopumilus koreensis,2012,RefSeq
csy,Cenarchaeum symbiosum,2011,RefSeq
nga,Candidatus Nitrososphaera gargensis,2012,RefSeq
nvn,Nitrososphaera viennensis,2014,GenBank
nev,Candidatus Nitrososphaera evergladensis,2014,GenBank
csu,Candidatus Caldiarchaeum subterraneum,2013,RefSeq
nbv,Candidatus Nitrosopelagicus brevis,2015,GenBank
tah,Thaumarchaeota archaeon,2015,GenBank
neq,Nanoarchaeum equitans,2003,RefSeq
kcr,Candidatus Korarchaeum cryptofilum,2008,RefSeq
hah,Halophilic archaeon,2011,RefSeq
agw,Archaeon GW2011_AR10,2015,GenBank
arg,Archaeon GW2011_AR20,2015,GenBank
